Memory Length,4000,
Trigger Level,0.00000e+00,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-01,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,2.50000e-06,
Horizontal Position,1.2000000e-05,
Horizontal Mode,Main,
Sampling Period,1.00000e-08,
Firmware,V1.14.001,
Time, ,
Mode,Fast,
Waveform Data,
4,
4,
4,
4,
4,
4,
6,
6,
5,
5,
6,
6,
7,
7,
6,
6,
5,
5,
7,
7,
6,
6,
6,
6,
6,
6,
5,
5,
6,
6,
4,
4,
4,
4,
4,
4,
4,
4,
5,
5,
6,
6,
7,
7,
4,
4,
5,
5,
5,
5,
6,
6,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
7,
7,
5,
5,
4,
4,
4,
4,
5,
5,
6,
6,
6,
6,
6,
6,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
6,
6,
7,
7,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
4,
5,
5,
6,
6,
6,
6,
5,
5,
5,
5,
6,
6,
7,
7,
7,
7,
5,
5,
4,
4,
6,
6,
5,
5,
7,
7,
7,
7,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
6,
6,
7,
7,
6,
6,
5,
5,
6,
6,
4,
4,
4,
4,
5,
5,
5,
5,
7,
7,
7,
7,
7,
7,
6,
6,
4,
4,
6,
6,
7,
7,
5,
5,
6,
6,
6,
6,
5,
5,
5,
5,
6,
6,
5,
5,
7,
7,
6,
6,
4,
4,
4,
4,
5,
5,
5,
5,
6,
6,
5,
5,
6,
6,
6,
6,
5,
5,
5,
5,
4,
4,
7,
7,
6,
6,
7,
7,
5,
5,
4,
4,
4,
4,
6,
6,
6,
6,
6,
6,
5,
5,
4,
4,
5,
5,
7,
7,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
6,
6,
7,
7,
7,
7,
5,
5,
5,
5,
6,
6,
6,
6,
6,
6,
5,
5,
4,
4,
4,
4,
5,
5,
7,
7,
7,
7,
7,
7,
5,
5,
5,
5,
5,
5,
5,
5,
6,
6,
6,
6,
5,
5,
7,
7,
6,
6,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
4,
7,
7,
6,
6,
6,
6,
6,
6,
7,
7,
5,
5,
6,
6,
6,
6,
6,
6,
5,
5,
7,
7,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
6,
6,
7,
7,
7,
7,
6,
6,
6,
6,
7,
7,
6,
6,
7,
7,
7,
7,
6,
6,
7,
7,
7,
7,
5,
5,
6,
6,
7,
7,
6,
6,
4,
4,
5,
5,
5,
5,
4,
4,
4,
4,
6,
6,
5,
5,
5,
5,
5,
5,
6,
6,
6,
6,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
6,
6,
5,
5,
5,
5,
6,
6,
5,
5,
5,
5,
5,
5,
5,
5,
7,
7,
7,
7,
5,
5,
5,
5,
5,
5,
6,
6,
7,
7,
6,
6,
4,
4,
5,
5,
6,
6,
6,
6,
6,
6,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
6,
6,
4,
4,
3,
3,
5,
5,
4,
4,
5,
5,
5,
5,
7,
7,
6,
6,
6,
6,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
7,
7,
6,
6,
7,
7,
5,
5,
7,
7,
6,
6,
5,
5,
5,
5,
5,
5,
6,
6,
5,
5,
4,
4,
5,
5,
5,
5,
8,
8,
5,
5,
5,
5,
4,
4,
6,
6,
7,
7,
5,
5,
4,
4,
6,
6,
6,
6,
5,
5,
5,
5,
5,
5,
6,
6,
6,
6,
5,
5,
4,
4,
5,
5,
6,
6,
6,
6,
6,
6,
5,
5,
6,
6,
8,
8,
7,
7,
5,
5,
4,
4,
4,
4,
6,
6,
7,
7,
7,
7,
4,
4,
3,
3,
4,
4,
5,
5,
6,
6,
6,
6,
5,
5,
5,
5,
6,
6,
6,
6,
6,
6,
5,
5,
6,
6,
6,
6,
6,
6,
6,
6,
5,
5,
4,
4,
5,
5,
5,
5,
6,
6,
5,
5,
5,
5,
7,
7,
5,
5,
5,
5,
4,
4,
5,
5,
7,
7,
5,
5,
4,
4,
6,
6,
6,
6,
7,
7,
8,
8,
5,
5,
4,
4,
5,
5,
6,
6,
5,
5,
6,
6,
6,
6,
5,
5,
6,
6,
5,
5,
5,
5,
6,
6,
6,
6,
6,
6,
5,
5,
6,
6,
5,
5,
5,
5,
6,
6,
5,
5,
6,
6,
6,
6,
5,
5,
5,
5,
5,
5,
7,
7,
6,
6,
4,
4,
5,
5,
5,
5,
6,
6,
6,
6,
5,
5,
6,
6,
5,
5,
6,
6,
6,
6,
5,
5,
5,
5,
5,
5,
3,
3,
5,
5,
5,
5,
6,
6,
7,
7,
7,
7,
5,
5,
5,
5,
5,
5,
6,
6,
5,
5,
5,
5,
7,
7,
6,
6,
7,
7,
5,
5,
5,
5,
6,
6,
6,
6,
5,
5,
3,
3,
16,
-11,
4,
-11,
-11,
-11,
-35,
-94,
-94,
-30,
2,
40,
40,
-28,
-60,
-60,
-42,
-27,
-9,
8,
2,
-33,
-57,
-92,
-92,
-36,
12,
80,
80,
80,
35,
-50,
-50,
-84,
-67,
18,
18,
80,
84,
31,
31,
-48,
-68,
-68,
-51,
19,
51,
65,
65,
18,
-14,
-51,
-51,
-28,
-2,
47,
47,
47,
33,
-12,
-12,
-36,
-31,
4,
4,
38,
43,
24,
24,
-10,
-22,
-22,
-20,
9,
26,
26,
35,
18,
5,
-16,
-16,
-16,
0,
23,
23,
23,
22,
4,
4,
-8,
-7,
-7,
7,
22,
25,
25,
17,
3,
-2,
-2,
-5,
8,
16,
16,
20,
20,
8,
8,
-2,
-2,
3,
3,
15,
15,
16,
16,
6,
6,
0,
0,
6,
6,
16,
16,
12,
12,
4,
4,
3,
3,
10,
10,
14,
14,
8,
8,
5,
5,
6,
6,
11,
11,
12,
12,
9,
9,
5,
5,
6,
6,
11,
11,
11,
11,
5,
5,
5,
5,
8,
8,
8,
8,
8,
8,
6,
6,
6,
6,
8,
8,
9,
9,
7,
7,
5,
5,
6,
6,
7,
7,
7,
7,
7,
7,
6,
6,
8,
8,
10,
10,
8,
8,
7,
7,
5,
5,
8,
8,
9,
9,
8,
8,
5,
5,
4,
4,
7,
7,
7,
7,
6,
6,
5,
5,
8,
8,
7,
7,
7,
7,
5,
5,
5,
5,
7,
7,
7,
7,
7,
7,
5,
5,
6,
6,
5,
5,
5,
5,
5,
5,
7,
7,
7,
7,
6,
6,
6,
6,
6,
6,
7,
7,
6,
6,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
7,
7,
5,
5,
5,
5,
6,
6,
6,
6,
7,
7,
6,
6,
6,
6,
5,
5,
5,
5,
8,
8,
7,
7,
7,
7,
5,
5,
7,
7,
7,
7,
5,
5,
5,
5,
5,
5,
5,
5,
6,
6,
5,
5,
6,
6,
5,
5,
5,
5,
6,
6,
5,
5,
7,
7,
7,
7,
6,
6,
6,
6,
5,
5,
4,
4,
4,
4,
6,
6,
5,
5,
5,
5,
4,
4,
4,
4,
5,
5,
7,
7,
6,
6,
6,
6,
4,
4,
5,
5,
4,
4,
6,
6,
5,
5,
5,
5,
6,
6,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
3,
3,
4,
4,
5,
5,
6,
6,
4,
4,
5,
5,
5,
5,
5,
5,
6,
6,
5,
5,
6,
6,
6,
6,
5,
5,
5,
5,
7,
7,
6,
6,
5,
5,
4,
4,
5,
5,
6,
6,
6,
6,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
3,
3,
4,
4,
5,
5,
6,
6,
7,
7,
6,
6,
5,
5,
6,
6,
7,
7,
6,
6,
4,
4,
5,
5,
6,
6,
5,
5,
6,
6,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
4,
6,
6,
6,
6,
7,
7,
5,
5,
5,
5,
5,
5,
5,
5,
6,
6,
5,
5,
4,
4,
5,
5,
6,
6,
5,
5,
5,
5,
6,
6,
6,
6,
6,
6,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
6,
6,
5,
5,
5,
5,
4,
4,
4,
4,
5,
5,
7,
7,
6,
6,
6,
6,
5,
5,
4,
4,
4,
4,
6,
6,
5,
5,
4,
